"AnswerId","JobName","Worker","Status","WorkDurationInSeconds","TaskReservedTime","TaskStartedTime","AnswerSubmittedTime","AnswerAcceptedTime","AnswerRejectedTime","ScheduledAutoApprovalTime","ScheduledAutoRejectionTime","Answer.1:sliders","Answer.2:sliders","Answer.3:sliders","Answer.4:sliders","Answer.5:sliders","Answer.6:sliders","Answer.7:sliders","Answer.8:sliders","DynamicContent.audio1","DynamicContent.audio2","DynamicContent.audio3","DynamicContent.audio4","DynamicContent.audio5","DynamicContent.audio6","DynamicContent.audio7","DynamicContent.audio8"
"30953445F89E9EC","Sympathie_2016-11-02T12:35:49.155Z","8B15671648","ACCEPTED","109","2016.12.02 13:30:28 +0000","2016.12.02 13:30:28 +0000","2016.12.02 13:32:18 +0000","2016.12.05 17:24:03 +0000","","2016.12.07 13:32:18 +0000","2016.12.04 13:32:18 +0000","37","69","86","27","71","68","101","101","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/bb18fe2db4a66ea688fab135c5f227c8"
"AB98EDAD046550C","Sympathie_2016-11-02T12:35:49.155Z","6423534176","ACCEPTED","187","2016.12.02 15:59:59 +0000","2016.12.02 15:59:59 +0000","2016.12.02 16:03:07 +0000","2016.12.05 17:24:03 +0000","","2016.12.07 16:03:07 +0000","2016.12.04 16:03:07 +0000","66","73","48","83","41","61","60","80","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734"
"16F38ADF586ECBA","Sympathie_2016-11-02T12:35:49.155Z","121E9B4753","ACCEPTED","97","2016.12.02 16:59:28 +0000","2016.12.02 16:59:28 +0000","2016.12.02 17:01:06 +0000","2016.12.05 17:24:03 +0000","","2016.12.07 17:01:06 +0000","2016.12.04 17:01:06 +0000","47","62","23","61","48","37","76","101","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/082dfae525484fd2cdd5de4f31c959c2"
"2378F4B9172AE19","Sympathie_2016-11-02T12:35:49.155Z","C198EC4D2E","ACCEPTED","103","2016.12.02 17:33:18 +0000","2016.12.02 17:33:18 +0000","2016.12.02 17:35:02 +0000","2016.12.05 17:24:03 +0000","","2016.12.07 17:35:02 +0000","2016.12.04 17:35:02 +0000","71","62","44","43","79","78","59","101","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/8d1af2740d9a630cd93429109931f06a"
"9A8E10341368A71","Sympathie_2016-11-02T12:35:49.155Z","53C254972D","ACCEPTED","74","2016.12.02 19:25:42 +0000","2016.12.02 19:25:42 +0000","2016.12.02 19:26:57 +0000","2016.12.05 17:24:03 +0000","","2016.12.07 19:26:57 +0000","2016.12.04 19:26:57 +0000","61","87","59","27","33","69","34","0","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/12db3ac4e26e74ac5f3bb219242a7f69"
"3904D4EB74B3191","Sympathie_2016-11-02T12:35:49.155Z","2C45FC1B83","ACCEPTED","91","2016.12.03 19:09:32 +0000","2016.12.03 19:09:33 +0000","2016.12.03 19:11:04 +0000","2016.12.05 17:24:03 +0000","","2016.12.08 19:11:04 +0000","2016.12.05 19:11:04 +0000","64","45","56","55","46","55","57","46","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c"
"0829B75611F34CE","Sympathie_2016-11-02T12:35:49.155Z","1379FC1D5B","ACCEPTED","74","2016.12.05 21:24:26 +0000","2016.12.05 21:24:27 +0000","2016.12.05 21:25:41 +0000","2016.12.09 11:49:53 +0000","","2016.12.10 21:25:41 +0000","2016.12.07 21:25:41 +0000","41","51","56","2","24","49","28","101","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/abac4e62b8cb62d998655f499114b809"
"51B106809ABD958","Sympathie_2016-11-02T12:35:49.155Z","3898105363","ACCEPTED","76","2016.12.06 10:04:06 +0000","2016.12.06 10:04:07 +0000","2016.12.06 10:05:23 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 10:05:23 +0000","2016.12.08 10:05:23 +0000","23","11","75","26","73","39","27","84","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734"
"F77E812C82BD05E","Sympathie_2016-11-02T12:35:49.155Z","477890A379","ACCEPTED","86","2016.12.06 10:17:27 +0000","2016.12.06 10:17:28 +0000","2016.12.06 10:18:55 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 10:18:55 +0000","2016.12.08 10:18:55 +0000","38","71","66","60","47","51","59","101","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/7168a4b961816af544771835f3bbd587"
"E60E1AD7602926B","Sympathie_2016-11-02T12:35:49.155Z","59206F215A","ACCEPTED","110","2016.12.06 10:29:11 +0000","2016.12.06 10:29:12 +0000","2016.12.06 10:31:03 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 10:31:03 +0000","2016.12.08 10:31:03 +0000","35","28","68","59","57","43","67","66","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734"
"E5D49DAAB53EA99","Sympathie_2016-11-02T12:35:49.155Z","27FF90BBB6","ACCEPTED","61","2016.12.06 11:38:31 +0000","2016.12.06 11:38:31 +0000","2016.12.06 11:39:32 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 11:39:32 +0000","2016.12.08 11:39:32 +0000","59","0","101","41","65","30","99","42","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616"
"A0A56BFEC829F39","Sympathie_2016-11-02T12:35:49.155Z","0C78B20A04","REJECTED","69","2016.12.06 13:33:46 +0000","2016.12.06 13:33:46 +0000","2016.12.06 13:34:56 +0000","","2016.12.09 11:49:42 +0000","2016.12.11 13:34:56 +0000","2016.12.08 13:34:56 +0000","47","65","46","22","80","76","28","100","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/082dfae525484fd2cdd5de4f31c959c2"
"92990D264705D74","Sympathie_2016-11-02T12:35:49.155Z","9495150461","ACCEPTED","78","2016.12.06 13:55:14 +0000","2016.12.06 13:55:15 +0000","2016.12.06 13:56:33 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 13:56:33 +0000","2016.12.08 13:56:33 +0000","80","68","66","28","91","83","78","43","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/9ff0ab70f40f4c60809c2b1b52d4f5b2","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a"
"1F99E432F8ADED1","Sympathie_2016-11-02T12:35:49.155Z","D37065C1B7","ACCEPTED","57","2016.12.06 14:03:36 +0000","2016.12.06 14:03:36 +0000","2016.12.06 14:04:34 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 14:04:34 +0000","2016.12.08 14:04:34 +0000","89","73","28","87","68","68","0","0","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/17e34c22eac84bced948cfcff999b02c","https://api.crowdee.de/v1/files/5b6d7cf1a4537037664311e50aa207e7","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146"
"F772521B5BE3966","Sympathie_2016-11-02T12:35:49.155Z","A503C2FBCC","ACCEPTED","108","2016.12.06 17:09:32 +0000","2016.12.06 17:09:33 +0000","2016.12.06 17:11:21 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 17:11:21 +0000","2016.12.08 17:11:21 +0000","38","64","22","45","43","40","86","43","https://api.crowdee.de/v1/files/4e80dee1f02d92bfc39a7e4f3a855cfd","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146"
"B161667924D6852","Sympathie_2016-11-02T12:35:49.155Z","E50DE85FCE","ACCEPTED","80","2016.12.06 18:15:16 +0000","2016.12.06 18:15:17 +0000","2016.12.06 18:16:37 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 18:16:37 +0000","2016.12.08 18:16:37 +0000","63","51","66","59","69","70","62","50","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/e9118b1268a0c4774c1bbdcfbbb2f35e","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/5ed78b156c4901f191e66e2174984fcb","https://api.crowdee.de/v1/files/e48f96e3c881dae523ac7f852c9c0475","https://api.crowdee.de/v1/files/87e19cf15f886663d0045c2a68d92146","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a"
"2FC39C3202229E6","Sympathie_2016-11-02T12:35:49.155Z","34A56148A0","ACCEPTED","140","2016.12.06 21:22:22 +0000","2016.12.06 21:22:22 +0000","2016.12.06 21:24:43 +0000","2016.12.09 11:49:53 +0000","","2016.12.11 21:24:43 +0000","2016.12.08 21:24:43 +0000","43","59","50","61","61","66","37","0","https://api.crowdee.de/v1/files/01937bb6d9b5daaf112d63c96ca77616","https://api.crowdee.de/v1/files/bfc9796c9f6685739a4f295a606ba8a1","https://api.crowdee.de/v1/files/436730f7ba673a7dda2b2298bd734734","https://api.crowdee.de/v1/files/5e59df6fa881add29ec4be1c1bb3b38a","https://api.crowdee.de/v1/files/d31eb67d66f86259224ce57c8b5b494a","https://api.crowdee.de/v1/files/848d4020c2b70f7856554a4d967e8e4b","https://api.crowdee.de/v1/files/9b892e203ca7ce5ed9f27cd059b12b70","https://api.crowdee.de/v1/files/03da8e5765c0244488a0d6a627f58e86"
