"AnswerId","JobName","Worker","Status","WorkDurationInSeconds","TaskReservedTime","TaskStartedTime","AnswerSubmittedTime","AnswerAcceptedTime","AnswerRejectedTime","ScheduledAutoApprovalTime","ScheduledAutoRejectionTime","Answer.2:selections","Answer.3:sliders","Answer.4:selections","DynamicContent.audioSamples"
"9C5212A807FE859","Sympathie_2016-07-19T09:06:50.175Z","531CD86972","ACCEPTED","23","2016.08.29 17:13:35 +0000","2016.08.29 17:13:35 +0000","2016.08.29 17:13:59 +0000","2016.08.31 14:48:35 +0000","","2016.09.03 17:13:59 +0000","1970.01.01 00:00:00 +0000","0","96","2","https://api.crowdee.de/v1/files/d3c2f8aeeed5dd0995c32e919ce64bd7"
"0F088C9C7640510","Sympathie_2016-07-19T09:06:50.175Z","531CD86972","ACCEPTED","21","2016.08.29 17:14:01 +0000","2016.08.29 17:14:01 +0000","2016.08.29 17:14:23 +0000","2016.08.31 14:48:35 +0000","","2016.09.03 17:14:23 +0000","1970.01.01 00:00:00 +0000","0","31","2","https://api.crowdee.de/v1/files/fcdfd41d5aa0b2e6138eed49556a1f33"
"493BC44C9C0E500","Sympathie_2016-07-19T09:06:50.175Z","531CD86972","ACCEPTED","22","2016.08.29 17:14:25 +0000","2016.08.29 17:14:25 +0000","2016.08.29 17:14:48 +0000","2016.09.01 10:45:31 +0000","","2016.09.03 17:14:48 +0000","1970.01.01 00:00:00 +0000","0","122","2","https://api.crowdee.de/v1/files/b598d7594cbcf72008a4bd92a6d14c40"
"65B4D1DE84DADF0","Sympathie_2016-07-19T09:06:50.175Z","531CD86972","ACCEPTED","22","2016.08.29 17:14:50 +0000","2016.08.29 17:14:50 +0000","2016.08.29 17:15:13 +0000","2016.09.01 10:45:32 +0000","","2016.09.03 17:15:13 +0000","1970.01.01 00:00:00 +0000","0","84","2","https://api.crowdee.de/v1/files/3d4ed6542db19e726b6d87e0491ff470"
"2A0245B54F4DDDB","Sympathie_2016-07-19T09:06:50.175Z","8DF73C031C","ACCEPTED","43","2016.08.29 18:57:52 +0000","2016.08.29 18:57:53 +0000","2016.08.29 18:58:36 +0000","2016.09.01 10:45:32 +0000","","2016.09.03 18:58:36 +0000","1970.01.01 00:00:00 +0000","0","139","2","https://api.crowdee.de/v1/files/909c7ead6aad0ac32eec753bda267666"
"D5FD94FE2DAF5DA","Sympathie_2016-07-19T09:06:50.175Z","8DF73C031C","ACCEPTED","93","2016.08.29 18:58:38 +0000","2016.08.29 18:58:39 +0000","2016.08.29 19:00:13 +0000","2016.09.01 10:45:32 +0000","","2016.09.03 19:00:13 +0000","1970.01.01 00:00:00 +0000","0","154","2","https://api.crowdee.de/v1/files/063be33cb56519eaef97843b98d5a412"
"CF619B62D7B23BD","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","32","2016.08.29 19:16:37 +0000","2016.08.29 19:16:38 +0000","2016.08.29 19:17:11 +0000","2016.09.01 10:45:32 +0000","","2016.09.03 19:17:11 +0000","1970.01.01 00:00:00 +0000","0","148","2","https://api.crowdee.de/v1/files/450fc3a450dc650da17c6c2d36b2a370"
"32B3DFACF8159D0","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","33","2016.08.29 19:17:16 +0000","2016.08.29 19:17:16 +0000","2016.08.29 19:17:50 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:17:50 +0000","1970.01.01 00:00:00 +0000","0","101","2","https://api.crowdee.de/v1/files/f691edd8f2275268403e8682a7662d61"
"5A96F92A8336EF2","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","30","2016.08.29 19:18:28 +0000","2016.08.29 19:18:28 +0000","2016.08.29 19:18:59 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:18:59 +0000","1970.01.01 00:00:00 +0000","0","134","2","https://api.crowdee.de/v1/files/54254900880f878ab8a7e9619bc15aeb"
"773D9910159E297","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","38","2016.08.29 19:19:01 +0000","2016.08.29 19:19:01 +0000","2016.08.29 19:19:40 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:19:40 +0000","1970.01.01 00:00:00 +0000","0","32","2","https://api.crowdee.de/v1/files/705804f4db2b8da54a9db8261eaad95d"
"027FF51148C8F96","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","26","2016.08.29 19:19:41 +0000","2016.08.29 19:19:42 +0000","2016.08.29 19:20:08 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:20:08 +0000","1970.01.01 00:00:00 +0000","0","146","2","https://api.crowdee.de/v1/files/2faee8706494c5301dac1e8f0c82ca62"
"11B9B72A07635C9","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","30","2016.08.29 19:22:25 +0000","2016.08.29 19:22:52 +0000","2016.08.29 19:23:22 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:23:22 +0000","1970.01.01 00:00:00 +0000","0","64","2","https://api.crowdee.de/v1/files/415aeaec4c1c74746b750ce9c6dbc351"
"0F60399A79479F5","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","28","2016.08.29 19:23:24 +0000","2016.08.29 19:23:24 +0000","2016.08.29 19:23:53 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:23:53 +0000","1970.01.01 00:00:00 +0000","0","158","2","https://api.crowdee.de/v1/files/bd28c0ddd17920f974fd135855db682c"
"0EA09BBEDF693C2","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","27","2016.08.29 19:24:36 +0000","2016.08.29 19:24:37 +0000","2016.08.29 19:25:04 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:25:04 +0000","1970.01.01 00:00:00 +0000","0","34","2","https://api.crowdee.de/v1/files/28a8cf69de52b8d94ec863b73185d93f"
"E7DEA87DAABD707","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","55","2016.08.29 19:25:11 +0000","2016.08.29 19:25:18 +0000","2016.08.29 19:26:13 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:26:13 +0000","1970.01.01 00:00:00 +0000","0","161","2","https://api.crowdee.de/v1/files/77639106e33d004e9131f6f0b197e023"
"8480472C229F7A3","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","23","2016.08.29 19:26:16 +0000","2016.08.29 19:26:16 +0000","2016.08.29 19:26:39 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:26:39 +0000","1970.01.01 00:00:00 +0000","0","38","2","https://api.crowdee.de/v1/files/f691edd8f2275268403e8682a7662d61"
"32BD7A29DAA7A96","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","114","2016.08.29 19:26:41 +0000","2016.08.29 19:26:50 +0000","2016.08.29 19:28:45 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:28:45 +0000","1970.01.01 00:00:00 +0000","0","141","2","https://api.crowdee.de/v1/files/42be40a20aa337b0facd601cc5618bb5"
"C930E42BB56DCD0","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","32","2016.08.29 19:28:54 +0000","2016.08.29 19:28:54 +0000","2016.08.29 19:29:26 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:29:26 +0000","1970.01.01 00:00:00 +0000","0","55","2","https://api.crowdee.de/v1/files/909c7ead6aad0ac32eec753bda267666"
"74D01C0D0251ABB","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","35","2016.08.29 19:29:30 +0000","2016.08.29 19:29:47 +0000","2016.08.29 19:30:23 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:30:23 +0000","1970.01.01 00:00:00 +0000","0","140","2","https://api.crowdee.de/v1/files/29202c1dd04142d722f94b408286bdf1"
"1302200B57BE0F7","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","29","2016.08.29 19:30:24 +0000","2016.08.29 19:30:25 +0000","2016.08.29 19:30:54 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:30:54 +0000","1970.01.01 00:00:00 +0000","0","55","2","https://api.crowdee.de/v1/files/49dfa80cd14f367478fb286bd1afd358"
"C2623AEF65F745B","Sympathie_2016-07-19T09:06:50.175Z","3BC2BC7005","ACCEPTED","53","2016.08.29 19:43:46 +0000","2016.08.29 19:43:47 +0000","2016.08.29 19:44:40 +0000","2016.09.01 10:37:45 +0000","","2016.09.03 19:44:40 +0000","1970.01.01 00:00:00 +0000","0","147","2","https://api.crowdee.de/v1/files/d3c2f8aeeed5dd0995c32e919ce64bd7"
"74FE1B97BA9DCE2","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","57","2016.08.30 07:50:59 +0000","2016.08.30 07:50:59 +0000","2016.08.30 07:51:57 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:51:57 +0000","1970.01.01 00:00:00 +0000","0","114","2","https://api.crowdee.de/v1/files/024c4aff3561469d85d81b3d1204d92a"
"E2265DAD124AB23","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","26","2016.08.30 07:51:58 +0000","2016.08.30 07:51:59 +0000","2016.08.30 07:52:25 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:52:25 +0000","1970.01.01 00:00:00 +0000","0","155","2","https://api.crowdee.de/v1/files/6abbcbda295934d860f12b9b9b27a07f"
"BC0C56D85B48BF6","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","37","2016.08.30 07:52:26 +0000","2016.08.30 07:52:27 +0000","2016.08.30 07:53:04 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:53:04 +0000","1970.01.01 00:00:00 +0000","0","103","2","https://api.crowdee.de/v1/files/1ae0182c93e5904f4c2289344a86ebe1"
"90F4E1E9F5FDC5A","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","35","2016.08.30 07:53:05 +0000","2016.08.30 07:53:06 +0000","2016.08.30 07:53:41 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:53:41 +0000","1970.01.01 00:00:00 +0000","0","92","2","https://api.crowdee.de/v1/files/3617e3f2a050184b7f0b83bf4f289267"
"38A864B68C989EB","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","47","2016.08.30 07:53:43 +0000","2016.08.30 07:53:43 +0000","2016.08.30 07:54:30 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:54:30 +0000","1970.01.01 00:00:00 +0000","0","73","2","https://api.crowdee.de/v1/files/5fe5ccbc32616786639e1f0e3b12a31e"
"5AF7AF69A1F57FC","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","24","2016.08.30 07:54:32 +0000","2016.08.30 07:54:32 +0000","2016.08.30 07:54:57 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:54:57 +0000","1970.01.01 00:00:00 +0000","0","79","2","https://api.crowdee.de/v1/files/a268cacb4cb8060b042a5f04a07df4c0"
"DE9F8DAD9FE48C0","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","27","2016.08.30 07:54:59 +0000","2016.08.30 07:54:59 +0000","2016.08.30 07:55:26 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:55:26 +0000","1970.01.01 00:00:00 +0000","0","128","2","https://api.crowdee.de/v1/files/3d4ed6542db19e726b6d87e0491ff470"
"438628EC9E074BB","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","29","2016.08.30 07:55:29 +0000","2016.08.30 07:55:29 +0000","2016.08.30 07:55:59 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:55:59 +0000","1970.01.01 00:00:00 +0000","0","115","2","https://api.crowdee.de/v1/files/efc8f7c5b33dcbf13a6c9367f092c975"
"D7069EEACA52F5A","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","46","2016.08.30 07:56:05 +0000","2016.08.30 07:56:05 +0000","2016.08.30 07:56:52 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:56:52 +0000","1970.01.01 00:00:00 +0000","0","115","2","https://api.crowdee.de/v1/files/077b1b8505910f668c34de8f4689f364"
"234BF6CC830F39C","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","23","2016.08.30 07:56:54 +0000","2016.08.30 07:56:54 +0000","2016.08.30 07:57:18 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:57:18 +0000","1970.01.01 00:00:00 +0000","0","64","2","https://api.crowdee.de/v1/files/dd4705786bd38a58ab015373bb37b4f5"
"2803A71897407D6","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","22","2016.08.30 07:57:19 +0000","2016.08.30 07:57:19 +0000","2016.08.30 07:57:41 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:57:41 +0000","1970.01.01 00:00:00 +0000","0","144","2","https://api.crowdee.de/v1/files/f84ed1976d59ecba3ca6f49ed5fd67c0"
"1F5C94FD3B51A7C","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","20","2016.08.30 07:57:43 +0000","2016.08.30 07:57:43 +0000","2016.08.30 07:58:04 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:58:04 +0000","1970.01.01 00:00:00 +0000","0","59","2","https://api.crowdee.de/v1/files/a268cacb4cb8060b042a5f04a07df4c0"
"0E5212B06C8D460","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","34","2016.08.30 07:58:06 +0000","2016.08.30 07:58:06 +0000","2016.08.30 07:58:40 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:58:40 +0000","1970.01.01 00:00:00 +0000","0","65","2","https://api.crowdee.de/v1/files/9f36f8240f6aea17e0c2f9af289d5755"
"7B313C9EDA1CA4A","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","24","2016.08.30 07:58:42 +0000","2016.08.30 07:58:42 +0000","2016.08.30 07:59:07 +0000","2016.09.01 10:37:45 +0000","","2016.09.04 07:59:07 +0000","1970.01.01 00:00:00 +0000","0","69","2","https://api.crowdee.de/v1/files/20e4b8622f8867704af0276415756943"
"882997036038D4F","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","23","2016.08.30 07:59:08 +0000","2016.08.30 07:59:09 +0000","2016.08.30 07:59:32 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 07:59:32 +0000","1970.01.01 00:00:00 +0000","0","145","2","https://api.crowdee.de/v1/files/94c85d822949d03d165b014507f527b5"
"723D45B8017E257","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","20","2016.08.30 07:59:33 +0000","2016.08.30 07:59:34 +0000","2016.08.30 07:59:54 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 07:59:54 +0000","1970.01.01 00:00:00 +0000","0","67","2","https://api.crowdee.de/v1/files/9bd446ac92f6d0d2c74eef47a90a0c16"
"89601B9EB47CA0E","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","24","2016.08.30 07:59:56 +0000","2016.08.30 07:59:56 +0000","2016.08.30 08:00:20 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:00:20 +0000","1970.01.01 00:00:00 +0000","0","133","2","https://api.crowdee.de/v1/files/8f8d6e62a876bd230ce30230bfee9ca9"
"B65CD6B21041A48","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","20","2016.08.30 08:00:22 +0000","2016.08.30 08:00:22 +0000","2016.08.30 08:00:42 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:00:42 +0000","1970.01.01 00:00:00 +0000","0","71","2","https://api.crowdee.de/v1/files/024c4aff3561469d85d81b3d1204d92a"
"6262C45C4245F97","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","21","2016.08.30 08:00:44 +0000","2016.08.30 08:00:44 +0000","2016.08.30 08:01:06 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:01:06 +0000","1970.01.01 00:00:00 +0000","0","132","2","https://api.crowdee.de/v1/files/22bc3cb08e67bb341ec9c4981e396b2e"
"6F6572F120777A8","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","20","2016.08.30 08:01:07 +0000","2016.08.30 08:01:08 +0000","2016.08.30 08:01:28 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:01:28 +0000","1970.01.01 00:00:00 +0000","0","69","2","https://api.crowdee.de/v1/files/87b8fa190e24bec667e0a712fefdc163"
"E6D1BA84A1BBC8C","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","28","2016.08.30 08:01:29 +0000","2016.08.30 08:01:29 +0000","2016.08.30 08:01:58 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:01:58 +0000","1970.01.01 00:00:00 +0000","0","165","2","https://api.crowdee.de/v1/files/67a524dc82f13b5cd487c39a72f047ed"
"516EDDD12E8390F","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","22","2016.08.30 08:01:59 +0000","2016.08.30 08:02:00 +0000","2016.08.30 08:02:22 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:02:22 +0000","1970.01.01 00:00:00 +0000","0","69","2","https://api.crowdee.de/v1/files/60e15d888500d66d527900cfd3232814"
"BCB65251DF7DF4C","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","24","2016.08.30 08:02:23 +0000","2016.08.30 08:02:24 +0000","2016.08.30 08:02:49 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:02:49 +0000","1970.01.01 00:00:00 +0000","0","144","2","https://api.crowdee.de/v1/files/f848ed90290ef02ea5587a338bf29f4b"
"5A8718653C0FBF9","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","24","2016.08.30 08:02:51 +0000","2016.08.30 08:02:52 +0000","2016.08.30 08:03:16 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:03:16 +0000","1970.01.01 00:00:00 +0000","0","125","2","https://api.crowdee.de/v1/files/b598d7594cbcf72008a4bd92a6d14c40"
"107EFBAECBE7C25","Sympathie_2016-07-19T09:06:50.175Z","20486ACBCA","ACCEPTED","22","2016.08.30 08:03:18 +0000","2016.08.30 08:03:18 +0000","2016.08.30 08:03:41 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 08:03:41 +0000","1970.01.01 00:00:00 +0000","0","54","2","https://api.crowdee.de/v1/files/fcdfd41d5aa0b2e6138eed49556a1f33"
"9EEBFFDE139BE9A","Sympathie_2016-07-19T09:06:50.175Z","13B72EB3B9","ACCEPTED","93","2016.08.30 09:13:25 +0000","2016.08.30 09:13:25 +0000","2016.08.30 09:14:58 +0000","2016.09.01 10:37:59 +0000","","2016.09.04 09:14:58 +0000","1970.01.01 00:00:00 +0000","0","86","2","https://api.crowdee.de/v1/files/28a8cf69de52b8d94ec863b73185d93f"
